age,total_purchase,account_manager,years,num_sites,churn,state,purchase_per_year,sites_per_year,purchase_per_site
49.0,11584.59,1,4.84,6.0,0,AZ,2393.5103305785124,1.2396694214876034,1930.765
45.0,9874.69,1,2.41,9.0,0,IA,4097.381742738589,3.734439834024896,1097.187777777778
48.0,11585.16,0,4.61,9.0,0,AE,2513.04989154013,1.9522776572668112,1287.24
39.0,10643.67,0,5.54,10.0,0,AP,1921.2400722021662,1.8050541516245486,1064.367
34.0,12397.49,0,4.93,9.0,0,MT,2514.7038539553755,1.8255578093306288,1377.4988888888888
40.0,10780.71,1,5.33,9.0,0,MT,2022.6472795497184,1.6885553470919323,1197.8566666666666
40.0,8801.13,0,7.52,6.0,0,MA,1170.3630319148936,0.797872340425532,1466.8549999999998
45.0,7325.93,1,6.0,6.0,0,ND,1220.9883333333335,1.0,1220.9883333333335
36.0,7342.14,0,5.51,8.0,0,OK,1332.5117967332123,1.4519056261343013,917.7675
37.0,12154.25,1,5.15,6.0,0,TX,2360.04854368932,1.1650485436893203,2025.7083333333333
32.0,9472.72,1,1.0,10.0,0,OK,9472.72,10.0,947.2719999999999
39.0,3676.68,1,3.52,9.0,0,AP,1044.5113636363635,2.5568181818181817,408.52
50.0,6857.29,0,4.69,6.0,0,MP,1462.1087420042643,1.2793176972281448,1142.8816666666667
52.0,10133.36,0,4.6,7.0,0,MA,2202.9043478260874,1.5217391304347827,1447.6228571428571
51.0,4992.6,0,3.85,8.0,0,KY,1296.7792207792209,2.0779220779220777,624.075
50.0,12941.12,1,5.51,11.0,0,WV,2348.660617059891,1.9963702359346642,1176.4654545454546
36.0,11040.16,0,4.52,8.0,0,MO,2442.5132743362833,1.7699115044247788,1380.02
35.0,8058.73,0,6.88,9.0,0,MT,1171.327034883721,1.308139534883721,895.4144444444444
44.0,10638.65,0,5.54,6.0,0,CA,1920.3339350180504,1.0830324909747293,1773.1083333333333
49.0,10226.43,0,6.02,8.0,0,DE,1698.7425249169437,1.3289036544850499,1278.30375
38.0,12020.62,0,4.41,8.0,0,OK,2725.764172335601,1.8140589569160996,1502.5775
51.0,12780.22,0,6.06,7.0,0,AR,2108.947194719472,1.155115511551155,1825.7457142857143
51.0,6662.59,1,5.27,9.0,0,VA,1264.248576850095,1.7077798861480078,740.2877777777778
38.0,10298.29,1,5.07,9.0,0,VA,2031.2209072978305,1.7751479289940828,1144.2544444444445
52.0,9065.28,0,3.99,5.0,0,UT,2272.0,1.2531328320802004,1813.056
44.0,8817.22,1,6.53,10.0,0,AR,1350.263399693721,1.5313935681470137,881.722
35.0,11391.46,1,7.59,10.0,0,NM,1500.851119894598,1.3175230566534915,1139.146
43.0,12531.39,0,3.97,6.0,0,IA,3156.521410579345,1.5113350125944585,2088.565
43.0,9200.69,1,2.6,11.0,0,IN,3538.726923076923,4.230769230769231,836.4263636363637
52.0,13368.21,1,4.09,9.0,0,PR,3268.5110024449878,2.2004889975550124,1485.3566666666666
47.0,15878.11,1,2.05,8.0,0,ND,7745.4195121951225,3.9024390243902443,1984.76375
33.0,7720.61,1,4.97,10.0,0,TX,1553.4426559356136,2.012072434607646,772.0609999999999
34.0,9270.9,0,6.19,7.0,0,CT,1497.7221324717284,1.1308562197092082,1324.4142857142856
44.0,8274.32,0,5.7,8.0,0,IL,1451.635087719298,1.4035087719298245,1034.29
38.0,9347.47,0,8.47,8.0,0,NM,1103.5974025974024,0.9445100354191263,1168.43375
40.0,12453.72,1,4.83,9.0,0,VT,2578.409937888199,1.8633540372670807,1383.7466666666667
39.0,8644.07,1,4.48,8.0,0,ND,1929.4799107142856,1.7857142857142856,1080.50875
45.0,11575.84,0,5.51,9.0,0,TX,2100.8784029038115,1.633393829401089,1286.2044444444446
49.0,8268.74,1,5.21,8.0,0,IN,1587.0902111324376,1.5355086372360844,1033.5925
54.0,12147.83,1,4.17,8.0,0,AZ,2913.148681055156,1.9184652278177459,1518.47875
48.0,8093.03,1,4.26,8.0,0,TX,1899.7723004694835,1.8779342723004695,1011.62875
28.0,9090.43,1,5.74,10.0,0,CO,1583.698606271777,1.7421602787456445,909.043
41.0,9552.57,0,3.81,8.0,0,WA,2507.236220472441,2.099737532808399,1194.07125
47.0,9004.44,0,3.79,8.0,0,DC,2375.8416886543537,2.1108179419525066,1125.555
46.0,14361.38,0,4.52,8.0,0,PW,3177.2964601769913,1.7699115044247788,1795.1725
36.0,8972.54,0,5.23,8.0,0,ID,1715.5908221797324,1.5296367112810707,1121.5675
44.0,11611.28,0,5.8,11.0,0,TN,2001.944827586207,1.896551724137931,1055.5709090909093
43.0,9399.92,1,4.98,8.0,0,LA,1887.5341365461845,1.6064257028112447,1174.99
37.0,7982.38,1,4.29,8.0,0,AK,1860.6946386946388,1.8648018648018647,997.7975
36.0,6930.95,0,5.19,7.0,0,MT,1335.4431599229285,1.3487475915221578,990.1357142857142
38.0,11667.01,0,3.8,8.0,0,NM,3070.2657894736844,2.1052631578947367,1458.37625
31.0,5387.75,0,6.83,9.0,0,IN,788.8360175695461,1.3177159590043923,598.6388888888889
33.0,10709.39,1,5.22,6.0,0,AK,2051.6072796934864,1.149425287356322,1784.8983333333333
41.0,11623.42,1,4.18,9.0,0,AL,2780.722488038278,2.1531100478468903,1291.4911111111112
53.0,9683.85,0,5.89,8.0,0,ME,1644.1171477079797,1.3582342954159594,1210.48125
44.0,8819.13,1,4.38,10.0,0,MS,2013.4999999999998,2.2831050228310503,881.9129999999999
44.0,7736.13,1,4.48,8.0,0,NH,1726.814732142857,1.7857142857142856,967.01625
45.0,7158.66,1,6.25,7.0,0,AA,1145.3856,1.12,1022.6657142857142
50.0,9248.87,0,4.56,9.0,0,MO,2028.260964912281,1.973684210526316,1027.6522222222222
40.0,11916.26,0,4.51,7.0,0,ID,2642.186252771619,1.5521064301552108,1702.3228571428572
50.0,9641.61,0,3.09,5.0,0,TX,3120.2621359223303,1.6181229773462784,1928.3220000000001
36.0,12309.23,1,4.76,9.0,0,AP,2585.97268907563,1.8907563025210086,1367.6922222222222
40.0,11362.95,0,4.37,11.0,0,AL,2600.217391304348,2.517162471395881,1032.9954545454545
56.0,10074.4,1,5.17,7.0,0,AE,1948.6266924564798,1.3539651837524178,1439.2
40.0,10762.29,0,5.02,7.0,0,DE,2143.882470119522,1.3944223107569722,1537.47
30.0,8874.83,0,5.56,9.0,0,MH,1596.1924460431655,1.6187050359712232,986.0922222222222
51.0,5830.99,0,6.93,6.0,0,AA,841.4126984126984,0.8658008658008658,971.8316666666666
35.0,8297.87,0,5.42,8.0,0,TN,1530.9723247232473,1.4760147601476015,1037.23375
33.0,5738.82,0,7.66,7.0,0,AL,749.1932114882507,0.9138381201044387,819.8314285714285
41.0,11655.82,1,7.92,9.0,0,UT,1471.6944444444443,1.1363636363636365,1295.091111111111
47.0,7362.18,0,6.57,7.0,0,MN,1120.5753424657535,1.06544901065449,1051.74
43.0,10938.11,0,3.21,8.0,0,IA,3407.5109034267916,2.4922118380062304,1367.26375
36.0,8514.8,1,4.01,11.0,0,DE,2123.3915211970075,2.743142144638404,774.0727272727272
34.0,8772.26,0,5.78,9.0,0,MP,1517.6920415224913,1.5570934256055362,974.6955555555555
40.0,7656.02,1,5.62,9.0,0,AA,1362.2811387900356,1.601423487544484,850.6688888888889
41.0,10375.39,0,5.54,8.0,0,AE,1872.8140794223825,1.444043321299639,1296.92375
46.0,7684.02,1,6.24,8.0,0,NM,1231.4134615384617,1.282051282051282,960.5025
52.0,6805.48,1,6.05,9.0,0,CA,1124.8727272727272,1.4876033057851241,756.1644444444444
30.0,6744.87,0,5.14,9.0,0,MN,1312.2315175097276,1.7509727626459146,749.43
31.0,10058.87,1,6.54,7.0,0,MT,1538.053516819572,1.070336391437309,1436.9814285714288
40.0,9133.36,0,4.21,7.0,0,WA,2169.4441805225656,1.66270783847981,1304.7657142857145
46.0,11580.56,1,3.43,9.0,0,OK,3376.2565597667635,2.6239067055393583,1286.7288888888888
41.0,10631.84,1,3.47,9.0,0,WY,3063.93083573487,2.593659942363112,1181.3155555555556
32.0,10716.75,0,5.12,8.0,0,MH,2093.115234375,1.5625,1339.59375
41.0,10919.81,0,4.63,8.0,0,NM,2358.490280777538,1.7278617710583153,1364.97625
48.0,10241.32,1,7.25,7.0,0,MO,1412.5958620689655,0.9655172413793104,1463.0457142857142
46.0,9171.56,1,5.02,8.0,0,SC,1827.003984063745,1.5936254980079683,1146.445
40.0,7675.52,1,4.31,11.0,0,FL,1780.8631090487243,2.552204176334107,697.7745454545455
36.0,13308.01,0,5.07,8.0,0,DC,2624.854043392505,1.5779092702169624,1663.50125
37.0,7961.21,0,2.91,9.0,0,AR,2735.8109965635736,3.092783505154639,884.5788888888889
32.0,12403.6,0,4.99,7.0,0,ND,2485.691382765531,1.4028056112224447,1771.9428571428573
46.0,10814.59,0,4.91,8.0,0,CO,2202.5641547861505,1.6293279022403258,1351.82375
31.0,8829.83,1,4.52,8.0,0,GA,1953.5022123893807,1.7699115044247788,1103.72875
52.0,7170.66,1,4.53,7.0,0,VI,1582.9271523178807,1.5452538631346577,1024.3799999999999
47.0,10332.16,1,4.89,9.0,0,NY,2112.916155419223,1.8404907975460123,1148.0177777777778
41.0,14722.35,0,6.98,6.0,0,MS,2109.2191977077364,0.8595988538681948,2453.725
39.0,13532.85,1,5.63,9.0,0,IL,2403.703374777975,1.5985790408525755,1503.65
41.0,7683.97,1,6.17,7.0,0,KS,1245.3760129659645,1.1345218800648298,1097.71
47.0,6398.91,1,5.0,8.0,0,NM,1279.782,1.6,799.86375
37.0,14595.51,1,3.83,12.0,0,VI,3810.8381201044385,3.133159268929504,1216.2925
48.0,6783.99,1,3.89,8.0,0,MI,1743.956298200514,2.056555269922879,847.99875
35.0,8190.27,0,6.28,7.0,0,AE,1304.1831210191083,1.1146496815286624,1170.0385714285715
45.0,9317.12,1,6.93,6.0,0,HI,1344.4617604617606,0.8658008658008658,1552.8533333333335
40.0,10370.72,1,4.35,5.0,0,MT,2384.073563218391,1.149425287356322,2074.144
42.0,12277.9,1,5.1,8.0,0,WV,2407.4313725490197,1.5686274509803924,1534.7375
55.0,10056.55,0,4.98,8.0,0,OK,2019.387550200803,1.6064257028112447,1257.06875
35.0,12398.62,1,5.6,9.0,0,CA,2214.039285714286,1.6071428571428572,1377.6244444444446
40.0,10290.14,0,4.6,10.0,0,FM,2236.986956521739,2.173913043478261,1029.014
49.0,9957.26,0,4.76,7.0,0,NC,2091.861344537815,1.4705882352941178,1422.4657142857143
35.0,13480.91,1,4.41,7.0,0,AZ,3056.8956916099773,1.5873015873015872,1925.8442857142857
39.0,11670.73,0,6.45,8.0,0,GA,1809.4155038759689,1.2403100775193798,1458.84125
31.0,7073.61,0,5.73,9.0,0,RI,1234.4869109947642,1.5706806282722512,785.9566666666666
45.0,9852.25,1,4.55,8.0,0,VI,2165.3296703296705,1.7582417582417582,1231.53125
40.0,6402.3,0,4.28,7.0,0,NC,1495.8644859813085,1.6355140186915886,914.6142857142858
48.0,9282.99,0,4.32,6.0,0,NY,2148.8402777777774,1.3888888888888888,1547.165
37.0,8884.39,0,6.16,7.0,0,AK,1442.2711038961038,1.1363636363636362,1269.1985714285713
46.0,13296.89,1,4.81,6.0,0,VA,2764.4261954261956,1.2474012474012475,2216.148333333333
35.0,7361.92,1,4.97,9.0,0,AP,1481.2716297786721,1.8108651911468814,817.9911111111111
54.0,8092.55,1,4.55,10.0,0,KY,1778.5824175824177,2.197802197802198,809.255
39.0,9528.99,0,5.97,8.0,0,CT,1596.1457286432162,1.340033500837521,1191.12375
53.0,8122.34,0,3.51,9.0,0,KY,2314.05698005698,2.5641025641025643,902.4822222222223
41.0,14738.09,1,6.5,8.0,0,NM,2267.3984615384616,1.2307692307692308,1842.26125
34.0,11687.29,0,4.54,7.0,0,ND,2574.2929515418505,1.5418502202643172,1669.6128571428574
43.0,7948.18,0,3.88,7.0,0,NY,2048.5,1.8041237113402062,1135.4542857142858
42.0,7915.44,1,6.17,8.0,0,AP,1282.8914100486222,1.2965964343598055,989.43
40.0,10180.59,1,6.5,10.0,0,TX,1566.2446153846154,1.5384615384615385,1018.059
44.0,8748.36,1,6.32,10.0,0,CO,1384.23417721519,1.5822784810126582,874.836
41.0,8021.05,1,3.16,9.0,0,AP,2538.3069620253164,2.848101265822785,891.2277777777778
44.0,10445.76,0,7.02,8.0,0,TN,1488.0000000000002,1.1396011396011396,1305.72
34.0,9919.38,0,4.43,8.0,0,MP,2239.13769751693,1.8058690744920995,1239.9225
39.0,10741.9,0,5.48,8.0,0,VA,1960.2007299270072,1.4598540145985401,1342.7375
40.0,7380.48,1,6.45,7.0,0,AE,1144.260465116279,1.0852713178294573,1054.3542857142857
45.0,9649.26,1,3.77,9.0,0,ND,2559.4854111405834,2.387267904509284,1072.14
42.0,9349.99,1,4.38,7.0,0,AE,2134.700913242009,1.5981735159817352,1335.712857142857
46.0,12849.1,0,4.97,8.0,0,NM,2585.3319919517103,1.6096579476861168,1606.1375
38.0,10770.82,0,4.99,10.0,0,WV,2158.4809619238476,2.004008016032064,1077.0819999999999
35.0,8828.59,0,6.77,9.0,0,GA,1304.075332348597,1.3293943870014773,980.9544444444444
48.0,9921.89,0,3.73,9.0,0,MN,2660.024128686327,2.4128686327077746,1102.4322222222222
45.0,6977.56,0,6.94,11.0,0,AK,1005.4121037463977,1.5850144092219018,634.3236363636364
44.0,8580.85,0,5.52,10.0,0,SD,1554.501811594203,1.8115942028985508,858.085
46.0,10469.5,0,6.54,10.0,0,MI,1600.8409785932722,1.529051987767584,1046.95
55.0,8907.17,1,7.6,11.0,0,MA,1171.996052631579,1.4473684210526316,809.7427272727273
46.0,10050.61,0,4.99,7.0,0,FM,2014.1503006012024,1.4028056112224447,1435.8014285714287
38.0,10522.6,1,5.46,10.0,0,NV,1927.2161172161173,1.8315018315018314,1052.26
34.0,9265.59,0,5.77,8.0,0,AK,1605.8214904679378,1.3864818024263432,1158.19875
40.0,10930.16,1,6.63,7.0,0,TN,1648.5912518853695,1.0558069381598794,1561.4514285714286
45.0,10668.91,0,7.21,8.0,0,AL,1479.7378640776699,1.1095700416088765,1333.61375
47.0,11335.97,0,6.84,6.0,0,NE,1657.3055555555554,0.8771929824561404,1889.3283333333331
41.0,12247.91,0,5.08,9.0,0,AA,2411.005905511811,1.7716535433070866,1360.878888888889
47.0,9303.43,0,5.5,8.0,0,AA,1691.5327272727272,1.4545454545454546,1162.92875
38.0,9826.29,0,4.93,8.0,0,HI,1993.162271805274,1.622718052738337,1228.28625
37.0,10565.59,0,4.76,10.0,0,OR,2219.6617647058824,2.100840336134454,1056.559
44.0,9855.18,0,6.94,7.0,0,TX,1420.0547550432277,1.0086455331412103,1407.8828571428571
51.0,7810.06,0,5.99,9.0,0,VI,1303.8497495826377,1.5025041736227045,867.7844444444445
39.0,11144.51,0,4.25,9.0,0,CA,2622.2376470588238,2.1176470588235294,1238.278888888889
36.0,8931.09,1,7.55,7.0,0,AP,1182.9258278145696,0.9271523178807948,1275.8700000000001
50.0,8929.88,0,5.63,7.0,0,IL,1586.1243339253995,1.2433392539964476,1275.6971428571428
35.0,9435.2,1,6.23,7.0,0,NY,1514.478330658106,1.1235955056179774,1347.8857142857144
40.0,11553.65,1,4.43,6.0,0,CT,2608.0474040632057,1.3544018058690745,1925.6083333333333
60.0,9621.04,1,7.65,8.0,0,VT,1257.6522875816995,1.0457516339869282,1202.63
43.0,11401.42,0,3.63,10.0,0,DC,3140.887052341598,2.7548209366391188,1140.142
43.0,10491.4,1,4.23,8.0,0,OK,2480.236406619385,1.8912529550827422,1311.425
44.0,10585.86,0,5.54,8.0,0,GU,1910.8050541516247,1.444043321299639,1323.2325
52.0,10697.72,0,8.35,8.0,0,DC,1281.1640718562874,0.9580838323353293,1337.215
37.0,11430.75,0,5.99,10.0,0,MI,1908.30550918197,1.669449081803005,1143.075
48.0,8465.53,1,4.98,9.0,0,AP,1699.9056224899598,1.8072289156626504,940.6144444444445
35.0,7759.15,1,6.06,10.0,0,ME,1280.3877887788778,1.6501650165016504,775.915
42.0,13081.64,0,4.66,9.0,0,KY,2807.2188841201714,1.9313304721030042,1453.5155555555555
33.0,4711.89,0,4.97,7.0,0,VA,948.0663983903422,1.4084507042253522,673.1271428571429
36.0,12252.57,0,5.13,8.0,0,KY,2388.4152046783624,1.5594541910331385,1531.57125
39.0,13029.61,1,4.83,8.0,0,OK,2697.64182194617,1.6563146997929605,1628.70125
43.0,10746.69,0,8.62,9.0,0,WI,1246.715777262181,1.0440835266821347,1194.0766666666668
45.0,8665.79,0,5.09,9.0,0,ID,1702.5127701375247,1.768172888015717,962.8655555555556
34.0,5447.16,1,4.13,9.0,0,ME,1318.9249394673122,2.179176755447942,605.24
37.0,9772.95,1,3.81,8.0,0,ME,2565.0787401574803,2.099737532808399,1221.61875
41.0,7464.08,0,3.74,8.0,0,ID,1995.7433155080212,2.13903743315508,933.01
39.0,6168.66,1,4.71,8.0,0,AA,1309.6942675159235,1.6985138004246285,771.0825
34.0,12567.53,0,3.36,11.0,0,ND,3740.3363095238096,3.2738095238095237,1142.5027272727273
55.0,8280.03,0,6.33,5.0,0,AA,1308.0616113744077,0.7898894154818326,1656.006
36.0,11274.98,0,4.12,10.0,0,WV,2736.645631067961,2.4271844660194173,1127.498
42.0,9635.87,1,2.43,9.0,0,LA,3965.3786008230454,3.7037037037037033,1070.6522222222222
48.0,13743.12,1,4.83,7.0,0,MO,2845.3664596273293,1.4492753623188406,1963.3028571428572
45.0,8871.53,0,3.76,8.0,0,HI,2359.4494680851067,2.127659574468085,1108.94125
37.0,8818.03,1,2.89,9.0,0,AA,3051.221453287197,3.1141868512110724,979.7811111111112
37.0,9788.78,0,5.24,7.0,0,AE,1868.087786259542,1.3358778625954197,1398.3971428571429
34.0,6131.92,0,4.17,9.0,0,OH,1470.484412470024,2.158273381294964,681.3244444444445
40.0,12043.27,1,5.04,7.0,0,VI,2389.5376984126983,1.3888888888888888,1720.467142857143
40.0,12919.92,0,4.23,11.0,0,MD,3054.354609929078,2.6004728132387704,1174.5381818181818
38.0,10367.14,0,5.92,9.0,0,WA,1751.206081081081,1.5202702702702704,1151.9044444444444
44.0,9063.16,1,4.76,8.0,0,NV,1904.0252100840337,1.680672268907563,1132.895
40.0,10606.97,1,4.11,10.0,0,OK,2580.7712895377126,2.4330900243309,1060.697
42.0,8558.52,0,5.36,7.0,0,FM,1596.7388059701493,1.3059701492537312,1222.6457142857143
43.0,11375.25,1,5.09,9.0,0,NY,2234.8231827111986,1.768172888015717,1263.9166666666667
48.0,8514.24,0,4.61,9.0,0,OK,1846.9067245119304,1.9522776572668112,946.0266666666666
39.0,12019.93,0,4.87,10.0,0,MO,2468.158110882957,2.0533880903490758,1201.993
38.0,9419.66,1,5.24,9.0,0,MT,1797.6450381679388,1.7175572519083968,1046.628888888889
33.0,10309.71,1,2.96,7.0,0,AR,3483.010135135135,2.364864864864865,1472.8157142857142
47.0,10313.06,0,5.44,8.0,0,NC,1895.783088235294,1.4705882352941175,1289.1325
34.0,13460.92,1,3.67,7.0,0,MS,3667.825613079019,1.9073569482288828,1922.9885714285715
54.0,10216.59,0,2.77,7.0,0,MT,3688.2996389891696,2.527075812274368,1459.5128571428572
37.0,12766.24,0,3.72,9.0,0,KY,3431.784946236559,2.4193548387096775,1418.471111111111
38.0,11360.99,0,4.5,7.0,0,NM,2524.6644444444446,1.5555555555555556,1622.9985714285715
47.0,9166.22,0,3.51,9.0,0,AL,2611.4586894586896,2.5641025641025643,1018.4688888888888
41.0,8996.04,1,6.19,9.0,0,KS,1453.318255250404,1.4539579967689822,999.5600000000001
55.0,9743.57,0,5.89,8.0,0,LA,1654.2563667232598,1.3582342954159594,1217.94625
43.0,7686.13,1,7.17,8.0,0,GU,1071.9846582984658,1.1157601115760112,960.76625
29.0,13255.05,1,4.89,8.0,0,MD,2710.6441717791413,1.6359918200408998,1656.88125
48.0,8403.02,0,3.61,11.0,0,MA,2327.706371191136,3.0470914127423825,763.9109090909092
43.0,7277.27,1,5.98,8.0,0,SC,1216.9347826086957,1.3377926421404682,909.65875
32.0,8575.71,0,4.26,9.0,0,AP,2013.0774647887322,2.1126760563380285,952.8566666666666
46.0,9844.79,0,3.57,11.0,0,RI,2757.6442577030816,3.081232492997199,894.9809090909092
42.0,7529.23,1,5.86,7.0,0,OR,1284.8515358361774,1.1945392491467577,1075.6042857142857
46.0,4111.4,0,3.93,8.0,0,AL,1046.1577608142493,2.035623409669211,513.925
45.0,8389.84,1,6.81,5.0,0,OK,1231.9882525697506,0.7342143906020558,1677.968
40.0,7864.63,0,4.56,9.0,0,FM,1724.699561403509,1.973684210526316,873.8477777777778
39.0,8677.62,0,5.2,7.0,0,SD,1668.773076923077,1.346153846153846,1239.66
25.0,9672.03,0,5.49,8.0,0,AP,1761.7540983606557,1.4571948998178506,1209.00375
33.0,11370.28,1,4.4,6.0,0,AZ,2584.1545454545453,1.3636363636363635,1895.0466666666669
44.0,13915.9,0,4.61,9.0,0,NC,3018.633405639913,1.9522776572668112,1546.211111111111
35.0,10999.05,0,4.76,10.0,0,ID,2310.7247899159665,2.100840336134454,1099.905
39.0,7636.98,0,5.56,9.0,0,WI,1373.5575539568345,1.6187050359712232,848.5533333333333
38.0,9461.83,0,4.9,10.0,0,PW,1930.985714285714,2.0408163265306123,946.183
38.0,100.0,0,5.27,5.0,0,NC,18.975332068311197,0.9487666034155599,20.0
53.0,9655.25,0,4.44,10.0,0,PR,2174.6058558558557,2.252252252252252,965.525
45.0,15188.65,0,6.17,8.0,0,TX,2461.6936790923824,1.2965964343598055,1898.58125
49.0,14124.0,1,3.02,10.0,0,MA,4676.82119205298,3.3112582781456954,1412.4
44.0,14155.97,1,6.99,8.0,0,SC,2025.1745350500714,1.144492131616595,1769.49625
37.0,11294.26,0,4.95,10.0,0,AE,2281.668686868687,2.0202020202020203,1129.426
43.0,14241.75,0,3.73,12.0,0,AA,3818.1635388739946,3.2171581769436997,1186.8125
43.0,11334.3,0,3.47,9.0,0,SD,3266.3688760806913,2.593659942363112,1259.3666666666666
34.0,7818.13,0,6.11,8.0,0,MH,1279.5630114566284,1.3093289689034369,977.26625
47.0,11520.18,1,5.07,9.0,0,ID,2272.224852071006,1.7751479289940828,1280.02
47.0,7996.78,1,5.45,8.0,0,AK,1467.2990825688073,1.4678899082568806,999.5975
27.0,8628.8,1,5.3,7.0,0,CT,1628.0754716981132,1.3207547169811322,1232.685714285714
39.0,10292.19,0,4.99,8.0,0,GU,2062.563126252505,1.6032064128256511,1286.52375
32.0,11540.86,0,3.0,7.0,0,CT,3846.9533333333334,2.3333333333333335,1648.6942857142858
40.0,7490.92,0,4.75,5.0,0,ND,1577.0357894736842,1.0526315789473684,1498.184
39.0,4316.73,1,4.79,9.0,0,SD,901.1962421711899,1.8789144050104385,479.6366666666666
41.0,11738.88,0,7.27,9.0,0,ME,1614.7015130674004,1.237964236588721,1304.32
38.0,15509.97,0,4.65,8.0,0,PR,3335.4774193548383,1.7204301075268815,1938.74625
52.0,12010.74,0,5.09,8.0,0,FL,2359.6738703339884,1.5717092337917486,1501.3425
43.0,5907.07,0,5.89,8.0,0,WV,1002.8981324278438,1.3582342954159594,738.38375
39.0,10510.95,0,2.87,9.0,0,GU,3662.3519163763067,3.1358885017421603,1167.8833333333334
43.0,8914.46,0,6.49,7.0,0,ND,1373.568567026194,1.078582434514638,1273.4942857142855
38.0,5353.97,0,6.25,9.0,0,TN,856.6352,1.44,594.8855555555556
36.0,12495.15,0,4.86,9.0,0,VA,2571.0185185185182,1.8518518518518516,1388.35
45.0,13118.56,0,4.89,7.0,0,PA,2682.7321063394684,1.4314928425357873,1874.08
39.0,5846.65,1,6.65,9.0,0,NV,879.1954887218044,1.3533834586466165,649.6277777777777
37.0,7239.49,1,5.01,9.0,0,NM,1445.007984031936,1.7964071856287427,804.3877777777777
36.0,14003.88,1,3.54,6.0,0,LA,3955.8983050847455,1.694915254237288,2333.98
43.0,9891.3,0,5.75,11.0,0,LA,1720.2260869565216,1.9130434782608696,899.2090909090908
39.0,9655.42,1,5.5,8.0,0,PW,1755.530909090909,1.4545454545454546,1206.9275
49.0,7904.67,0,5.58,6.0,0,AP,1416.6075268817203,1.075268817204301,1317.445
43.0,10598.35,1,6.72,8.0,0,AE,1577.1354166666667,1.1904761904761905,1324.79375
31.0,10182.6,1,3.77,8.0,0,WV,2700.954907161804,2.1220159151193636,1272.825
41.0,11316.69,0,6.23,10.0,0,VT,1816.4831460674156,1.6051364365971106,1131.669
43.0,6065.64,1,4.86,7.0,0,MP,1248.0740740740741,1.4403292181069958,866.5200000000001
41.0,8907.76,0,6.99,7.0,0,MT,1274.3576537911301,1.0014306151645207,1272.537142857143
45.0,9773.22,1,3.79,10.0,0,AK,2578.6860158311342,2.638522427440633,977.3219999999999
32.0,9036.27,0,7.14,11.0,0,AA,1265.5840336134454,1.5406162464985995,821.4790909090909
50.0,8193.77,0,5.13,8.0,0,CT,1597.2261208577,1.5594541910331385,1024.22125
30.0,10183.98,1,5.14,9.0,0,VI,1981.31906614786,1.7509727626459146,1131.5533333333333
44.0,9815.03,1,4.9,9.0,0,OK,2003.0673469387755,1.8367346938775508,1090.558888888889
43.0,6098.15,0,3.74,8.0,0,TN,1630.5213903743313,2.13903743315508,762.26875
45.0,13100.75,1,7.79,10.0,0,MT,1681.739409499358,1.2836970474967908,1310.075
40.0,10638.66,0,4.35,10.0,0,GA,2445.6689655172418,2.298850574712644,1063.866
52.0,9519.64,0,5.61,8.0,0,AP,1696.9055258467022,1.4260249554367201,1189.955
50.0,10358.08,0,5.41,8.0,0,ND,1914.6173752310535,1.478743068391867,1294.76
46.0,7638.13,1,4.91,9.0,0,MN,1555.6272912423624,1.8329938900203666,848.6811111111111
42.0,10807.46,1,6.74,7.0,0,NJ,1603.480712166172,1.0385756676557862,1543.922857142857
37.0,11945.5,1,5.37,8.0,0,WI,2224.487895716946,1.48975791433892,1493.1875
48.0,13597.5,0,6.45,8.0,0,MP,2108.139534883721,1.2403100775193798,1699.6875
47.0,7364.12,1,3.65,9.0,0,ND,2017.5671232876712,2.4657534246575343,818.2355555555555
42.0,8934.99,1,6.21,8.0,0,KS,1438.806763285024,1.288244766505636,1116.87375
34.0,13672.54,0,6.05,6.0,0,NH,2259.923966942149,0.9917355371900827,2278.7566666666667
44.0,9446.84,0,4.59,10.0,0,VA,2058.1350762527236,2.178649237472767,944.684
36.0,11082.13,0,4.84,9.0,0,OR,2289.6962809917354,1.859504132231405,1231.3477777777778
38.0,10005.91,1,5.44,9.0,0,NV,1839.3216911764705,1.6544117647058822,1111.7677777777778
38.0,11227.39,1,5.71,9.0,0,OK,1966.2679509632223,1.5761821366024518,1247.4877777777776
34.0,13574.25,0,5.2,9.0,0,AP,2610.4326923076924,1.7307692307692306,1508.25
46.0,7876.84,1,6.41,10.0,0,VA,1228.836193447738,1.5600624024960998,787.684
39.0,10413.93,0,3.75,11.0,0,UT,2777.0480000000002,2.933333333333333,946.7209090909091
36.0,11079.61,1,4.12,9.0,0,OK,2689.2257281553398,2.1844660194174756,1231.0677777777778
36.0,12192.94,1,6.46,9.0,0,GU,1887.452012383901,1.3931888544891642,1354.7711111111112
47.0,9101.71,0,4.11,6.0,0,AE,2214.5279805352793,1.4598540145985401,1516.9516666666666
38.0,12978.81,0,7.94,7.0,0,AA,1634.6108312342567,0.8816120906801007,1854.1157142857141
43.0,8007.18,1,5.45,8.0,0,DC,1469.2073394495412,1.4678899082568806,1000.8975
43.0,6471.68,0,4.93,9.0,0,NY,1312.713995943205,1.8255578093306288,719.0755555555556
33.0,14160.05,1,4.61,7.0,0,TX,3071.5943600867677,1.5184381778741864,2022.8642857142856
